user_id,hidden_time,time_to_completion,reach_end,raw_session_length,session_length,SP,MP,LP,VLP,NARRATIVE_ELEMENT_CHANGE,PLAY_PAUSE_BUTTON_CLICKED,LINK_CHOICE_CLICKED,SUBTITLES_BUTTON_CLICKED,BACK_BUTTON_CLICKED,SEEK_FORWARD_BUTTON_CLICKED,VIDEO_SCRUBBED,WINDOW_ORIENTATION_CHANGE,VOLUME_CHANGE,FULLSCREEN_BUTTON_CLICKED,SEEK_BACKWARD_BUTTON_CLICKED,NEXT_BUTTON_CLICKED,BROWSER_VISIBILITY_CHANGE,USER_SET_VARIABLE,total_events,FA-Score,AE-Score,PU-Score,RW-Score,UES-Score
3f589fb6-33d2-4058-b1d2-b0f6a4f2101f,0.0,3926.656,True,4370.409,4370.409,0,0,1,0,69,0,37,0,0,0,0,0,0,0,0,0,1,0,107,4.0,3.67,5.0,4.33,4.25
26d3f488-78fb-48da-8b7b-b6b1d57bf502,0.0,2439.409,True,2622.607,2622.607,0,0,0,0,54,0,20,0,0,0,0,0,0,0,0,0,0,0,74,2.67,4.0,3.33,3.33,3.33
a4b60386-9442-40e8-b8fb-efea086b3dd2,0.0,1609.821,True,1822.897,1822.897,0,0,0,0,40,0,27,0,0,0,0,2,0,0,0,0,0,0,69,2.33,4.67,3.0,4.67,3.67
da887999-effb-4ed1-85d6-50566239f171,0.0,602.749,True,763.187,763.187,3,8,5,5,47,0,26,0,0,0,0,0,0,0,0,44,0,0,117,2.0,2.33,2.67,3.67,2.67
975cf12e-b79d-4843-b15b-d6d954e116de,0.0,1168.393,True,1345.459,1345.459,10,2,6,9,33,0,19,0,0,20,0,0,0,2,1,8,0,0,83,3.67,4.0,5.0,4.67,4.34
21c05866-0683-48b5-a212-22c67186b2c4,106.209,2072.379,True,2910.284,2804.0750000000003,2,0,1,4,57,0,29,0,0,7,1,10,0,1,0,0,9,0,114,4.0,4.33,3.33,5.0,4.16
ec1c20bd-aba2-4896-802d-fbb753fa0b68,0.998,4407.11,True,5604.221,5603.223,4,4,0,5,100,2,38,0,22,1,2,0,0,2,3,0,2,0,172,3.0,4.0,3.67,4.0,3.67
3562cfcf-d0e9-4448-8d39-5c8173823623,0.0,2327.965,True,2770.55,2770.55,0,1,0,0,53,0,31,0,0,0,0,0,0,1,0,0,1,0,86,1.0,2.0,3.33,2.33,2.16
9d33048f-fb1e-47e6-809f-6f7abe49834e,0.0,2754.82,True,3003.189,3003.189,8,5,3,6,61,0,27,0,0,20,0,0,0,2,0,0,0,0,110,3.33,3.33,4.67,4.0,3.83
f1c7eef7-b0e2-48e1-a931-1773fbb78c0d,498.888,1361.519,True,2077.036,1578.1480000000001,7,10,7,10,56,0,36,0,0,4,23,0,0,1,0,20,2,0,142,3.67,3.33,2.33,3.67,3.25
06f68d4e-3a72-4d99-9a78-0a729528d853,0.0,3912.01,True,4678.517,4678.517,3,0,0,3,80,0,39,0,0,0,2,0,0,4,0,0,1,0,126,4.33,5.0,5.0,5.0,4.83
11a90604-6ef2-4bd2-aecb-78c65bf42051,0.0,2266.446,True,2472.398,2472.398,0,1,0,2,56,2,30,0,0,1,0,0,0,0,0,0,1,0,90,1.33,2.0,3.67,2.33,2.33
0e3cddf1-9a98-4c8f-b350-0f70542ebf90,0.0,2030.79,True,2257.97,2257.97,0,0,0,2,49,2,21,0,0,0,0,0,0,0,0,0,0,0,72,3.0,3.67,4.33,3.0,3.5
aa289840-419d-477c-9909-3430f19e4316,0.0,2689.153,True,3363.037,3363.037,4,3,0,5,52,2,27,0,0,1,0,0,0,4,0,10,0,0,96,3.33,4.0,4.67,4.67,4.17
181c052d-021a-4209-a14c-169746840c22,0.0,1495.577,True,1691.569,1691.569,0,0,0,2,46,0,22,0,0,0,0,8,0,1,0,2,1,0,80,1.33,3.0,2.67,2.67,2.42
6272585b-e598-4d76-a54d-dd7eb4415fcc,0.0,1346.988,True,1634.591,1634.591,0,0,0,0,45,0,22,0,0,0,0,0,0,0,0,0,0,0,67,4.33,5.0,3.67,5.0,4.5
346db4e4-14d4-44aa-9e69-bdb1767a8d92,57.885000000000005,2144.14,True,2629.498,2571.613,3,3,3,8,61,0,31,0,4,0,9,0,0,2,0,10,4,0,121,4.67,4.33,4.0,5.0,4.5
cb2a394c-3a93-48cd-8bde-084b761dd6b4,0.0,5060.515,True,5254.55,5254.55,1,3,3,8,75,4,42,0,0,0,3,0,0,1,0,14,1,0,140,3.33,3.67,4.67,3.67,3.84
2d4712f8-b7ad-43ad-9161-2a1bd9bbf31e,0.0,1495.813,True,1727.243,1727.243,9,2,3,6,46,0,24,0,0,0,20,0,0,0,0,0,0,0,90,2.0,2.0,4.67,3.0,2.92
7fe3be1b-c46d-4b15-8bbc-edcaba33ded9,0.0,3818.85,True,4116.454,4116.454,2,2,0,6,69,4,28,0,0,1,4,0,0,2,0,0,1,0,109,5.0,4.67,5.0,5.0,4.92
cf0d3929-1ff8-4783-b8c4-db49d4edda6c,0.0,3708.503,True,3932.666,3932.666,2,3,0,6,82,0,40,0,18,0,0,0,0,1,2,6,0,0,149,5.0,4.67,4.0,5.0,4.67
d88636bb-a8b6-4b5c-9afb-888690c6aa0e,0.0,2411.518,True,2633.798,2633.798,4,0,1,5,57,2,29,0,8,0,0,0,0,0,4,4,0,0,104,4.67,4.33,4.0,5.0,4.5
024fb6e5-0895-4d1f-bb4a-0b1ea07c380b,0.0,1432.071,True,1624.666,1624.666,29,13,8,10,45,0,88,0,0,46,7,0,0,0,0,10,1,0,197,2.0,2.0,2.33,2.33,2.16
07e45864-3615-49db-9b4c-599384a73639,0.0,3770.593,True,4051.604,4051.604,12,7,0,7,81,2,31,0,18,2,4,0,0,0,6,2,0,0,146,3.67,3.33,4.33,4.67,4.0
c984d01f-7104-4181-8073-1bef517b09e2,0.0,1999.205,True,2421.92,2421.92,0,2,0,2,48,0,25,0,0,0,0,0,0,2,0,0,0,0,75,3.0,3.67,4.67,4.0,3.84
47c6a15a-ab07-449b-83c8-90bd70f7f451,0.0,5463.754,True,5704.958,5704.958,2,3,0,1,61,2,28,0,0,0,0,0,0,2,0,0,0,0,93,3.33,4.67,5.0,5.0,4.5
11d9ce6a-b4a4-4ff5-b4f4-f1749530685d,0.0,1276.413,True,1448.166,1448.166,6,10,6,12,63,0,42,0,0,1,0,0,0,0,0,68,1,0,175,2.0,2.67,2.33,2.33,2.33
cbd44c26-6867-43e6-9a3b-00cc57b1c98c,16677.805,4485.875,True,22534.14,5856.334999999999,2,0,0,6,81,4,40,0,0,0,1,0,0,4,0,0,3,0,133,4.33,5.0,4.67,5.0,4.75
af642998-b5f5-4926-8c7d-b792c9ee54bd,0.0,3135.672,True,3381.504,3381.504,0,0,0,0,62,0,34,0,0,0,0,0,0,0,0,0,1,0,97,3.33,3.67,5.0,5.0,4.25
2e253957-c483-43bf-8596-3b4c3a424f94,0.0,1194.009,True,1475.796,1475.796,1,2,0,1,33,0,11,0,2,0,0,0,0,0,2,2,0,0,50,2.0,2.0,2.0,4.33,2.58
da31254f-71e8-45c3-bb68-814cbd9bdca2,15758.994999999999,5198.116000000002,True,21394.957,5635.9619999999995,0,0,0,0,79,0,42,0,0,0,0,0,0,0,0,0,38,0,159,5.0,5.0,5.0,5.0,5.0
029909c1-ee8f-4a91-a12b-57fdf8a26c18,0.0,2638.585,True,2797.466,2797.466,0,0,0,1,45,0,17,0,0,0,1,1,0,0,0,0,1,0,65,2.67,3.0,3.0,3.0,2.92
aa98a3c7-a248-439d-88b2-acbeb63f45d5,0.937,3070.358,True,4112.242,4111.305,28,7,9,11,112,18,46,0,78,0,16,0,0,1,1,24,2,0,298,4.0,4.0,4.0,4.0,4.0
fde6fd4c-b95a-400d-b98e-e79e17ec886e,1.267,2394.554,True,3365.08,3363.813,0,0,0,0,58,0,29,0,0,0,0,0,0,0,0,0,3,0,90,4.33,4.67,5.0,4.67,4.67
d755c59d-fada-4e57-a354-1c70703acf61,0.0,3080.857,True,3301.905,3301.905,2,0,1,2,62,2,25,0,2,0,0,0,0,0,2,0,0,0,93,2.67,4.0,4.0,4.67,3.84
8e8f8ef7-7412-465c-bf76-6edb060ebe26,25.444000000000003,360.768,True,568.869,543.4250000000001,5,6,4,4,46,2,16,0,6,0,0,0,0,3,0,22,4,0,99,2.67,2.67,2.0,2.67,2.5
1b351dab-37d3-4c7b-8a16-0c39c0d6a2c3,24.629,2661.295,True,2922.424,2897.795,13,3,2,12,59,2,42,0,0,22,0,4,0,1,0,10,3,0,143,3.67,4.0,3.33,4.0,3.75
83eb738d-c345-4ffa-b74b-3457ad20e0f9,49.749,3351.825,True,4056.235,4006.4860000000003,2,0,0,6,69,2,42,0,0,0,2,3,0,4,0,0,3,0,125,3.67,5.0,5.0,5.0,4.67
7a559aeb-3cf9-493e-87ab-a82a5844592e,0.0,2034.243,True,2706.532,2706.532,4,6,1,5,76,0,28,0,0,11,0,1,0,2,4,0,0,0,122,3.33,4.0,4.0,4.67,4.0
ca493881-37d6-46bc-ae7a-9e85378e7937,169.04,2751.841,True,3285.747,3116.707,4,6,0,5,64,0,100,0,0,0,3,0,0,6,0,12,6,0,191,3.67,1.33,2.33,1.0,2.08
92aff17d-6d4f-4efb-851e-1f47e18f65e8,1.625,291.738,True,1008.958,1007.333,4,9,6,6,33,2,31,0,10,1,1,0,0,0,5,44,2,0,129,4.33,4.0,4.67,4.67,4.42
d946fa53-b6d6-47ca-aacf-9c90fb5ff111,6.13,1749.2299999999998,True,2142.894,2136.7639999999997,9,1,4,4,50,0,47,0,4,0,3,4,0,5,0,6,3,0,122,3.33,2.33,4.67,4.67,3.75
aff54621-e1d7-4d62-97b1-43ea6a282217,4.623,3893.8030000000003,True,4260.29,4255.667,1,0,0,3,70,0,32,0,0,0,2,0,0,2,0,0,4,0,110,3.67,4.67,4.33,4.0,4.17
613dfe0b-6ad3-48fa-a460-8b7fb1cdd48c,336.721,4178.013999999999,True,5692.937,5356.216,5,2,1,6,84,2,42,0,8,0,0,0,0,5,2,0,3,0,146,4.67,5.0,4.67,5.0,4.84
479c81aa-7d3e-4898-a90e-9c680793c0ab,16.374,3361.021,True,3507.33,3490.956,20,6,6,16,68,18,44,0,4,2,2,0,0,2,1,0,3,0,144,3.0,3.0,3.67,3.0,3.17
ca85c56c-757c-4e62-8a52-bcdf426df13d,8354.428,1043.908,True,9956.972,1602.5439999999999,1,0,0,0,50,0,18,0,0,0,0,2,0,1,0,0,2,0,73,3.0,3.33,4.33,4.0,3.66
44ca7d67-2129-410b-bc72-01f027b953a8,0.0,2877.287,True,3161.708,3161.708,0,0,0,2,57,0,31,0,0,0,0,2,0,2,0,0,1,0,93,2.33,3.67,5.0,2.33,3.33
c7f7067b-be60-438c-a9ce-79a30a314da4,0.0,1367.483,True,2254.147,2254.147,0,0,0,0,44,0,21,0,0,0,0,0,0,0,0,0,0,0,65,4.0,4.0,4.33,4.0,4.08
6da7feda-5d4e-419d-bba5-99181930b985,0.0,3144.045,True,4131.112,4131.112,5,6,3,1,74,0,85,0,0,4,0,0,0,2,0,18,0,0,183,4.33,5.0,3.67,4.67,4.42
3fedc8a1-b526-44ae-9739-4471b9f1c548,0.0,2061.892,True,2265.284,2265.284,0,1,3,4,52,0,28,0,0,0,0,0,0,0,0,16,1,0,97,1.67,3.0,4.0,2.33,2.75
0cf0a2d9-72df-4d07-9c7a-4d17d626b63c,0.0,1730.985,True,2151.724,2151.724,1,0,3,4,47,0,24,0,0,6,0,0,0,0,0,4,1,0,82,5.0,5.0,5.0,5.0,5.0
c836957f-3aaa-4af2-9fe7-778c31b65e29,0.0,3035.429,True,3232.187,3232.187,7,6,2,5,62,4,40,0,0,11,0,8,0,4,0,10,1,0,140,4.67,5.0,4.33,5.0,4.75
5d5dde8f-a1cb-428e-bb97-f53809d10034,0.0,4347.499,True,5676.571,5676.571,1,0,0,4,87,4,39,0,0,0,0,0,0,1,0,0,0,0,131,3.67,4.33,3.67,4.67,4.08
9be42bff-a5ff-40ab-b1e1-cca5ef36be1e,0.0,3775.127,True,4062.986,4062.986,8,1,5,10,77,6,28,0,18,2,2,0,0,3,8,2,1,0,147,2.33,4.33,4.33,4.33,3.83
9366866c-2c0f-4126-a889-25f1bc9cecb2,0.0,1290.679,True,2002.888,2002.888,3,5,3,13,52,0,32,0,0,0,0,0,0,1,0,46,0,0,131,3.67,3.33,4.0,5.0,4.0
5827645e-d2e1-4ff3-baa7-22bb818018df,0.0,4276.264,True,4478.715,4478.715,1,0,0,5,69,4,30,0,0,0,0,0,0,2,0,0,1,0,106,4.33,4.67,5.0,5.0,4.75
f3823a0b-0a8c-49f0-ab37-e23e87853832,3717.8169999999996,3938.494,True,8859.637,5141.8200000000015,0,4,1,5,73,6,46,0,0,0,2,0,0,1,0,2,12,0,142,3.0,3.67,4.67,4.67,4.0
2a74a3f8-ed06-4982-84dd-df9858d8cc8e,0.0,1553.553,True,2247.505,2247.505,0,0,0,1,49,0,29,0,0,0,1,0,0,0,0,0,1,0,80,3.67,4.0,3.67,4.0,3.84
3d61e880-8db4-46ac-a184-e21a261ff379,0.0,843.235,True,964.55,964.55,3,2,2,2,44,1,11,0,2,0,0,1,0,0,0,14,0,0,73,3.33,3.0,5.0,3.0,3.58
b6397d5c-6de8-4079-9b48-31d218c15cfd,0.0,2428.34,True,2649.88,2649.88,0,0,0,0,50,0,32,0,0,0,0,0,0,0,0,0,1,0,83,4.0,3.67,4.67,5.0,4.34
f248e0aa-78e4-4807-ac98-7e7f6a16532c,7.824,2524.196,True,2730.493,2722.669,0,0,0,2,64,0,34,0,0,0,0,0,0,1,0,2,9,0,110,4.0,4.0,5.0,4.0,4.25
997319ae-86c0-4c4e-895c-a446f8dc78e9,0.0,2858.178,True,3207.518,3207.518,0,3,1,6,63,2,34,0,0,0,2,0,0,6,0,2,1,0,110,3.67,3.67,4.0,4.0,3.84
139142bb-8cbf-4ef7-87fa-de2033fa78df,5293.545000000001,2460.2039999999997,True,7907.113,2613.5679999999993,9,5,4,7,56,4,35,0,0,0,21,0,0,0,0,2,27,0,145,3.0,3.0,3.67,3.0,3.17
796805fe-6c87-40fe-8dfe-e382ee779a73,480.949,2019.7140000000002,True,2745.883,2264.9339999999997,1,3,0,4,52,0,25,0,0,0,3,0,0,0,0,10,15,0,105,3.33,4.0,4.67,4.67,4.17
52f639e2-c3e6-4ae7-b900-61b7b3e776e0,0.0,2833.83,True,3081.716,3081.716,7,1,0,6,70,0,34,0,16,0,6,0,0,1,0,2,0,0,129,2.33,2.0,3.67,2.67,2.67
1b8f35e7-05e7-465a-894d-2b0f0ad53e0f,0.0,1743.057,True,2000.009,2000.009,0,1,0,3,51,0,29,0,0,0,0,0,0,2,0,0,1,0,83,3.67,3.33,4.0,4.0,3.75
cf4a8677-283e-4c70-b360-fbf238b7b45e,23.371,2056.685,True,2336.337,2312.966,0,0,0,0,44,0,18,0,0,0,0,0,0,0,0,0,3,0,65,3.67,5.0,5.0,5.0,4.67
1d89f1b0-920f-46bc-a86f-ad9f1a5acfd4,0.078,3257.655,True,4127.24,4127.161999999999,0,2,0,3,68,0,31,0,0,0,0,0,0,4,0,2,3,0,108,4.33,4.33,5.0,5.0,4.66
e96fdd5e-1e9c-4c90-8ab0-580e9851f46d,0.0,2859.585,True,3092.123,3092.123,40,13,9,14,71,18,59,0,0,25,38,0,0,4,0,6,0,0,221,2.33,1.33,3.33,2.33,2.33
05bd1f69-9a8e-43c7-a889-9a08ce6b1647,0.0,2030.235,True,2752.656,2752.656,0,3,1,3,69,6,25,0,0,0,0,3,0,1,0,0,1,0,105,3.33,3.0,3.0,3.0,3.08
35f2028d-2fcb-4831-bebc-1828b24985d1,0.0,4772.677,True,5502.149,5502.149,0,0,0,8,80,8,57,0,0,0,0,0,0,0,0,0,1,0,146,4.33,5.0,5.0,5.0,4.83
4e581ac3-a5e1-4ce8-8a00-e66a80cf35ce,15.207,1869.561,True,2773.102,2757.895,11,2,1,8,54,2,29,0,0,0,14,0,0,4,0,4,8,0,115,3.0,3.67,4.67,3.33,3.67
2716d80c-b949-4b30-a87b-abc50cba27c5,0.0,1897.902,True,2100.823,2100.823,21,16,12,20,47,90,25,0,0,4,1,0,0,0,0,12,1,0,180,1.0,1.0,1.67,1.0,1.17
8e1375e2-fafe-43dd-8bc4-20ae42adad19,402.534,1458.893,True,2085.956,1683.422,1,3,8,6,56,0,34,0,0,2,0,2,0,1,0,30,4,0,129,3.33,4.33,3.0,4.33,3.75
ff3a0d6c-e55f-4f4a-a936-b3d9c56e1c35,0.0,1428.517,True,1620.395,1620.395,1,0,0,2,34,0,22,0,0,0,3,0,0,0,0,0,1,0,60,3.0,3.67,5.0,3.0,3.67
3b565595-1b62-4686-83ff-7416693fd1b1,0.0,2143.909,True,2590.966,2590.966,0,0,0,4,43,4,26,0,0,0,0,0,0,0,0,0,0,0,73,4.0,5.0,4.67,5.0,4.67
f00020f7-4d82-4218-bd0b-8b653075e048,0.0,2124.29,True,2349.726,2349.726,2,1,1,9,53,2,26,0,0,0,3,0,0,4,0,8,1,0,97,3.33,5.0,5.0,5.0,4.58
79afe592-d05d-4d07-b1ae-f8dfebbd003d,0.0,4677.44,True,5621.664,5621.664,8,6,1,8,88,8,36,0,30,0,2,0,0,2,4,2,1,0,173,4.0,4.0,4.67,4.0,4.17
16f13f1d-4c39-461e-a16d-4484d4ac0b0a,0.0,3098.621,True,3323.319,3323.319,0,0,1,1,67,2,63,0,0,0,1,1,0,0,0,0,0,0,134,4.0,5.0,4.67,5.0,4.67
d24ba0da-8b85-4e38-9fcf-be3096ecc9aa,0.0,3908.934,True,5358.311,5358.311,6,1,0,8,77,6,39,0,8,0,0,0,0,0,7,0,0,0,137,4.67,4.33,5.0,5.0,4.75
2e25bc0a-7bca-4387-9468-baa412f00a41,0.0,3144.071,True,3359.003,3359.003,0,0,0,0,55,0,30,0,0,0,0,0,0,0,0,0,1,0,86,3.67,3.67,4.33,4.0,3.92
e8ab406a-5766-405f-8df7-6f9e585aa8db,1097.636,3879.75,True,5941.668,4844.031999999999,0,0,1,3,81,2,28,0,0,0,1,6,0,3,0,0,9,0,130,4.67,3.67,4.67,5.0,4.5
78206307-3a53-4e4b-aac4-b6c2bee05387,0.0,1727.187,True,2116.379,2116.379,0,1,0,0,51,0,26,0,0,0,0,0,0,1,0,0,0,0,78,4.67,4.33,2.67,5.0,4.17
e63642c0-4ce5-49b0-ba89-dec044814aa5,12025.994,4731.407999999999,True,17813.655,5787.660999999998,18,11,3,23,93,26,47,0,14,11,5,0,0,0,9,0,20,0,225,2.67,4.33,5.0,4.67,4.17
b7fa7823-1d6c-44ef-a9d2-cd8b0547b309,0.0,4408.929,True,5365.355,5365.355,0,0,0,0,84,0,40,0,0,0,0,0,0,0,0,0,1,0,125,5.0,5.0,4.67,5.0,4.92
c79485b0-009c-4067-9ec6-341ae8b4017a,0.0,1687.945,True,1851.415,1851.415,0,0,0,0,41,0,25,0,0,0,0,0,0,0,0,0,1,0,67,3.33,4.33,4.67,4.33,4.16
6b45465a-6c35-4baa-9534-a274c9e0c171,0.0,1850.256,True,2198.207,2198.207,2,4,1,6,46,2,28,0,0,0,4,0,0,4,0,6,1,0,91,3.33,5.0,5.0,5.0,4.58
82dc6279-9142-4df1-8c44-0f97d5ad3ab6,0.0,1105.179,True,1334.786,1334.786,4,6,2,7,42,0,23,0,0,11,0,0,0,0,0,16,1,0,93,4.0,4.0,3.33,4.0,3.83
72cb4702-313f-4070-ad32-5e5b4219d391,0.0,5056.772,True,5311.378,5311.378,0,0,0,7,61,4,27,0,0,0,2,0,0,0,0,2,1,0,97,4.33,4.67,4.67,5.0,4.67
7328117f-7b48-46d2-ab94-709c10180c55,1.228,3394.338,True,4284.441,4283.213,1,1,0,4,70,2,29,0,0,0,3,0,0,1,0,0,4,0,109,4.0,3.33,3.0,4.33,3.66
1015ebe6-39ff-4fb8-832f-3b9563661dea,100.934,3392.07,True,4687.866,4586.932,4,1,0,3,74,0,38,0,12,0,0,0,0,3,4,0,2,0,133,3.67,5.0,5.0,5.0,4.67
bf66c375-ba9e-4f25-9f4a-bc13a4913fd9,0.0,4032.429,True,4754.499,4754.499,0,0,0,3,82,0,48,0,0,0,0,2,0,0,0,6,1,0,139,2.0,3.0,4.0,3.0,3.0
efaada50-956a-417a-bf1f-07b962055767,4895.132,5607.4310000000005,True,10724.481,5829.349,8,2,6,18,71,14,34,0,6,8,5,0,0,1,2,8,10,0,159,3.67,4.67,4.67,4.67,4.42
79248345-4119-468f-af19-eaa559e2a12f,0.0,3715.512,True,3922.313,3922.313,6,0,0,5,65,2,16,0,0,0,0,0,0,1,4,0,0,0,88,3.67,3.33,4.33,4.0,3.83
084fa33f-a036-4a0f-8989-f56564b7b866,0.0,2807.557,True,3009.079,3009.079,6,3,7,1,65,0,34,0,0,3,0,0,0,1,0,26,1,0,130,3.0,2.33,2.67,2.67,2.67
65c5910f-a8ea-4794-a232-cb1055d6a130,0.0,411.571,True,657.833,657.833,9,11,9,1,44,0,127,0,0,0,5,0,0,0,0,76,1,0,253,3.67,3.33,3.33,5.0,3.83
4dcc2365-db81-403c-b708-6dbb804df755,2.807,2562.1270000000004,True,2749.318,2746.5110000000004,3,5,3,7,57,4,37,0,0,0,3,14,0,11,2,2,3,0,133,3.67,3.33,4.33,5.0,4.08
2d0cb41b-1ca3-4a24-882d-88a8d56dc5e9,0.0,1328.523,True,1530.787,1530.787,5,1,2,6,48,0,30,0,0,11,0,0,0,2,0,2,0,0,93,1.0,2.0,3.0,2.0,2.0
1bdfbd17-37ec-4989-8abe-4be5642d6759,0.0,2414.729,True,3362.1,3362.1,5,0,0,2,62,0,30,0,6,0,4,0,0,0,0,2,1,0,105,3.33,4.0,4.67,4.0,4.0
f2108f90-21af-4c50-b90d-0ec3c84388c1,0.0,3746.952,True,3949.511,3949.511,0,1,0,2,66,2,34,0,0,0,0,0,0,1,0,0,0,0,103,3.67,5.0,4.67,5.0,4.58
cf8efd5f-ccfb-48c2-9d8c-9c1a1a3fd00e,0.0,2641.76,True,2898.45,2898.45,6,1,0,4,58,0,25,0,0,8,0,0,0,1,0,12,0,0,104,4.0,3.67,4.0,5.0,4.17
614fd513-bc17-424d-8e1b-41ed5040b78d,0.0,1893.197,True,2080.021,2080.021,21,4,5,5,50,0,26,0,0,34,0,0,0,1,0,0,1,0,112,3.67,3.33,4.33,3.33,3.66
f4fada17-95af-4ae0-a003-6be34b305cdf,6.747,2088.52,True,2263.533,2256.786,9,2,1,10,55,8,58,0,4,0,5,8,0,5,0,6,3,0,152,5.0,5.0,5.0,5.0,5.0
c1dacf13-c5c4-4afd-8187-1030da4c78f0,1.168,1876.476,True,2083.079,2081.911,1,0,0,1,48,0,32,0,0,0,0,8,0,2,0,0,3,0,93,4.33,3.33,3.67,4.33,3.92
7c1fb65c-1eb9-43a6-9842-0d7a1542f2e7,0.529,1634.115,True,1844.276,1843.747,8,1,0,2,50,0,24,0,2,6,0,0,0,1,2,2,5,0,92,2.33,1.67,1.0,1.0,1.5
099a949f-f1d0-4b7d-adb6-502ef7141d55,0.0,1714.129,True,1931.271,1931.271,0,0,0,1,47,0,23,0,0,0,1,0,0,0,0,0,1,0,72,3.67,4.0,4.33,4.0,4.0
ff68d802-2ada-4703-b31a-8632a99ca967,0.0,1478.252,True,1693.897,1693.897,6,3,0,7,46,4,54,0,0,0,11,0,0,1,0,0,1,0,117,4.33,4.0,2.0,4.33,3.66
e9190a4e-55bc-4aa5-aa45-8479a274924a,0.0,2053.082,True,2441.58,2441.58,1,2,0,4,53,0,20,0,6,0,2,0,0,2,0,2,0,0,85,2.67,3.33,4.0,4.0,3.5
cc91ce18-6340-4907-9a9c-95ea97ae13b6,0.0,1442.658,True,1621.372,1621.372,2,4,4,3,49,0,33,0,0,4,9,2,0,1,0,2,1,0,101,2.67,3.0,4.67,4.0,3.58
0383caa2-4812-4f67-98d3-a63cbc7e413c,0.0,369.282,True,1143.562,1143.562,18,16,10,3,48,0,26,0,0,12,0,0,0,0,0,72,1,0,159,3.67,4.0,4.67,4.0,4.08
51789051-a03c-4012-81c5-a40f7e66fe61,123.157,1758.288,True,2084.934,1961.7770000000003,4,7,0,12,49,6,26,0,4,0,1,0,0,0,4,28,4,0,122,4.33,2.67,4.33,4.33,3.92
ad43f2ec-5d30-43a9-afee-01b7f93e5472,0.0,2039.761,True,2242.359,2242.359,0,0,0,2,47,0,17,0,0,0,0,0,0,2,0,0,0,0,66,3.67,4.0,4.0,4.0,3.92
271f7cd0-9f42-40bf-a080-df169059ae54,7339.772,1993.845,True,9623.056,2283.2840000000006,1,2,2,3,50,0,24,0,0,0,2,1,0,1,0,10,3,0,91,3.0,3.67,4.0,4.0,3.67
b514d3e0-d191-4d7c-bb22-4f783819da2e,103.78,1945.239,True,2509.443,2405.663,1,0,1,1,49,2,23,0,0,0,0,6,0,2,0,0,7,0,89,3.33,4.33,4.33,4.0,4.0
eb9e50ff-ee31-4909-94c3-65d348d91c87,0.466,2657.073,True,2855.069,2854.603,0,1,0,0,56,0,29,0,0,0,0,0,0,1,0,0,6,0,92,3.33,2.67,4.33,3.33,3.42
452d8de6-7309-4bef-957d-997d263adba6,0.0,1596.151,True,2617.869,2617.869,2,0,0,2,55,2,22,0,0,1,0,0,0,1,0,0,1,0,82,3.33,3.0,4.33,3.33,3.5
6f0799a4-b193-45b4-8a40-65b7b2c7201e,240.25,3539.598,True,4073.543,3833.293,3,2,2,10,80,0,41,0,8,3,0,0,0,0,1,22,2,0,157,2.67,3.0,4.67,3.0,3.34
e1f801d3-91e8-4a01-80d9-e544fd4bb9f9,0.0,3926.346,True,4559.512,4559.512,9,6,2,7,78,6,42,0,4,1,5,0,0,0,3,0,1,0,140,3.67,4.0,5.0,5.0,4.42
215abb87-c5fe-4116-abf5-2685aad22176,0.251,3122.797,True,3322.211,3321.9599999999996,0,0,0,1,67,0,33,0,0,0,0,0,0,1,0,0,4,0,105,4.0,4.33,5.0,5.0,4.58
6ec93c6b-40d6-48a0-af07-3a70555e51fc,4.345,1757.2379999999998,True,1952.029,1947.684,4,4,6,4,52,4,35,0,6,2,2,0,0,2,0,24,12,0,139,3.0,4.67,4.0,4.33,4.0
df3d1c3a-4559-4a13-9cef-dfa545380c3a,0.0,1548.911,True,1916.748,1916.748,2,1,0,1,38,0,18,0,0,3,1,2,0,0,0,0,1,0,63,3.0,3.33,4.0,4.0,3.58
0e311de3-5430-4d17-9b40-74d4f3629f95,7528.577,1153.35,True,9070.317,1541.7399999999989,15,2,2,5,79,2,13,0,38,1,0,1,0,1,0,4,5,0,144,5.0,4.67,3.67,4.67,4.5
d8ff6875-cc57-4a83-92f6-de3e79e7b182,313.51300000000003,497.078,True,1268.675,955.1619999999999,19,16,7,2,41,0,82,0,0,157,1,0,0,1,0,2,13,0,297,3.67,2.33,3.0,3.0,3.0
e6215b6b-5df6-46b6-9ffe-bb07679cd19d,0.0,4317.131,True,4575.633,4575.633,0,0,0,0,78,0,109,0,0,0,0,2,0,0,0,0,1,0,190,3.67,4.0,4.0,4.33,4.0
60f1cbdf-1418-4404-be3f-a3cb01d25193,0.0,2648.924,True,3490.124,3490.124,3,8,5,5,71,6,37,0,12,0,2,0,0,4,0,22,0,0,154,2.67,3.0,3.0,3.0,2.92
06c83dd4-dc43-4457-8759-889dbd982c54,0.0,2028.836,True,2246.894,2246.894,1,6,5,5,64,6,37,0,0,0,0,0,0,0,1,20,1,0,129,3.67,4.0,4.33,4.33,4.08
1fc774b4-37a3-43e9-b806-5b1ad2361c99,0.0,2133.497,True,2345.345,2345.345,0,1,1,4,47,6,23,0,0,0,0,0,0,0,0,0,0,0,76,2.67,2.33,3.0,3.33,2.83
